Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
4.2.2021 10:58:59,Muž,20,Čeština,4,5 (nejvíce typické),4,3,2,2,4,3,5 (nejvíce typické),4,5 (nejvíce typické),3,3,,1 (nejméně typické),3,5 (nejvíce typické),3,3,,,5 (nejvíce typické),4,5 (nejvíce typické),,4,2,4,5 (nejvíce typické),3,4,3,5 (nejvíce typické),5 (nejvíce typické),4,4,2,1 (nejméně typické),5 (nejvíce typické),4,2,3,,3,,5 (nejvíce typické),3,3,2,3,3,3,3,4,2,2,3,3,2,4,5 (nejvíce typické),5 (nejvíce typické),4,4,2,5 (nejvíce typické),3,4,4,3,,3,4
4.2.2021 10:59:20,Muž,19,Čeština,3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,3,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,1 (nejméně typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),4,5 (nejvíce typické),3,2,4,2,3,3,5 (nejvíce typické),4,2,4,3,4,2,3,3,4,3,3,2,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),3,2,2,2,5 (nejvíce typické),3,3,3,2,2,1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,1 (nejméně typické),2,3,3,4,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),2,3
4.2.2021 10:59:21,Muž,22,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),2,3,,,,5 (nejvíce typické),4,5 (nejvíce typické),,,3,5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),3,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,,5 (nejvíce typické),,2,5 (nejvíce typické),2,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),4,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,,3,3
4.2.2021 10:59:27,Žena,25,Čeština,2,5 (nejvíce typické),4,2,1 (nejméně typické),2,4,2,5 (nejvíce typické),2,3,2,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),2,2,2,1 (nejméně typické),2,5 (nejvíce typické),3,2,5 (nejvíce typické),4,2,3,5 (nejvíce typické),2,1 (nejméně typické),4,4,4,3,4,2,4,2,2,3,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),2,2,2,2,2,1 (nejméně typické),3,4,4,5 (nejvíce typické),5 (nejvíce typické),3,,,4,2,5 (nejvíce typické),2,1 (nejméně typické),,1 (nejméně typické),3
4.2.2021 11:00:03,Muž,19,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),3,4,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,4,1 (nejméně typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,2,5 (nejvíce typické),5 (nejvíce typické)
4.2.2021 11:01:43,Muž,24,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),3,3,4,5 (nejvíce typické),2,4,3,5 (nejvíce typické),2,4,3,,,5 (nejvíce typické),3,5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,1 (nejméně typické),4,5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,3,5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,,2,5 (nejvíce typické)
4.2.2021 11:01:53,Muž,19,Čeština,3,3,3,2,2,3,2,1 (nejméně typické),2,2,2,3,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),2,2,1 (nejméně typické),1 (nejméně typické),,3,3,1 (nejméně typické),3,2,2,3,4,1 (nejméně typické),1 (nejméně typické),2,3,4,2,2,2,2,2,1 (nejméně typické),3,1 (nejméně typické),2,1 (nejméně typické),3,2,1 (nejméně typické),1 (nejméně typické),2,3,2,1 (nejméně typické),4,4,4,3,2,2,2,2,5 (nejvíce typické),3,1 (nejméně typické),2,2,2,4,3,1 (nejméně typické),1 (nejméně typické),3,3
4.2.2021 11:02:28,Žena,21,Čeština,4,4,2,3,2,4,4,1 (nejméně typické),5 (nejvíce typické),2,3,1 (nejméně typické),3,2,,2,5 (nejvíce typické),4,2,,2,4,4,4,3,5 (nejvíce typické),3,3,3,2,5 (nejvíce typické),,5 (nejvíce typické),4,4,4,4,3,5 (nejvíce typické),4,2,2,,3,,1 (nejméně typické),2,4,,3,5 (nejvíce typické),3,4,3,2,4,1 (nejméně typické),2,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),2,5 (nejvíce typické),3,1 (nejméně typické),2,2,4
4.2.2021 11:02:51,Žena,18,Čeština,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,4,2,3,5 (nejvíce typické),4,3,2,5 (nejvíce typické),2,,,4,4,4,3,,3,3,3,2,4,3,2,2,3,1 (nejméně typické),,2,5 (nejvíce typické),2,4,5 (nejvíce typické),2,1 (nejméně typické),2,3,4,,4,,2,3,1 (nejméně typické),,2,5 (nejvíce typické),4,2,3,2,5 (nejvíce typické),1 (nejméně typické),3,2,1 (nejméně typické),,5 (nejvíce typické),2,,,3,3,4,1 (nejméně typické),1 (nejméně typické),,2,4
4.2.2021 11:02:58,Muž,21,Čeština,2,5 (nejvíce typické),4,4,3,4,4,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),3,2,1 (nejméně typické),2,,,5 (nejvíce typické),4,4,,3,4,5 (nejvíce typické),4,4,5 (nejvíce typické),2,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),5 (nejvíce typické),3,4,4,4,4,3,2,1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),4,4,2,4,5 (nejvíce typické),3,4,4,2,2,1 (nejméně typické),3,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),3,4,4,1 (nejméně typické),,2,5 (nejvíce typické)
4.2.2021 11:03:24,Muž,23,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),4,3,4,3,5 (nejvíce typické),2,3,,,,5 (nejvíce typické),4,4,,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,4,4,4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),4,5 (nejvíce typické),4,3,2,2,3,2,1 (nejméně typické),3,4,2,4,5 (nejvíce typické),3,4,4,4,3,1 (nejméně typické),2,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,3,4,4,5 (nejvíce typické),4,2,,3,4
4.2.2021 11:05:23,Muž,21,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),4,4,,5 (nejvíce typické),,3,4,,1 (nejméně typické),5 (nejvíce typické),4,4,3,3,4,5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,4,4,5 (nejvíce typické),4,4,4,5 (nejvíce typické),4,3,4,2,4,4,3,3,4,3,4,3,4,4,3,3,2,2,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,4,5 (nejvíce typické),4,5 (nejvíce typické),4,2,1 (nejméně typické),4,5 (nejvíce typické)
4.2.2021 11:06:30,Muž,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,1 (nejméně typické),5 (nejvíce typické)
4.2.2021 11:08:23,Muž,20,Čeština,4,4,5 (nejvíce typické),5 (nejvíce typické),3,4,4,3,4,3,4,2,3,2,2,1 (nejméně typické),4,3,2,3,3,4,5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),4,4,2,4,2,4,4,3,4,4,4,4,4,3,4,2,3,3,3,3,4,3,3,5 (nejvíce typické),4,4,4,2,5 (nejvíce typické),2,4,4,3,4,5 (nejvíce typické),4,,,3,3,4,5 (nejvíce typické),3,,4,5 (nejvíce typické)
4.2.2021 11:11:13,Muž,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),3,4,,,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,4,5 (nejvíce typické)
4.2.2021 11:11:17,Muž,21,Čeština,2,5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),2,4,2,5 (nejvíce typické),1 (nejméně typické),2,,,,5 (nejvíce typické),3,4,,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,4,4,1 (nejméně typické),3,,2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,4,3,,2,,3,,1 (nejméně typické),4,4,,4,5 (nejvíce typické),3,3,2,2,4,1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,,5 (nejvíce typické),,5 (nejvíce typické),4,1 (nejméně typické),1 (nejméně typické),3,4
4.2.2021 11:14:38,Muž,27,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,4,1 (nejméně typické),4,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),2,1 (nejméně typické),5 (nejvíce typické),4,1 (nejméně typické),4,3,1 (nejméně typické),3,4,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),3,1 (nejméně typické),4,1 (nejméně typické),5 (nejvíce typické),4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,3,2,3,3,1 (nejméně typické),1 (nejméně typické),3,3,1 (nejméně typické),4,1 (nejméně typické),2,1 (nejméně typické),2,4,3,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),3,4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2
4.2.2021 11:17:26,Muž,19,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),3,4,3,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,3,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),4,4,4,5 (nejvíce typické),2,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,3,2,3,1 (nejméně typické),3,4,,4,5 (nejvíce typické),5 (nejvíce typické),4,3,3,3,1 (nejméně typické),4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,,3,5 (nejvíce typické)
4.2.2021 11:21:21,Žena,19,Čeština,2,5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),3,4,5 (nejvíce typické),3,5 (nejvíce typické),2,3,,,1 (nejméně typické),5 (nejvíce typické),3,4,2,4,2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,4,5 (nejvíce typické),3,3,3,4,3,5 (nejvíce typické),4,5 (nejvíce typické),4,4,2,1 (nejméně typické),2,3,3,,3,4,3,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,3,4,3,2,4,4,4,4,5 (nejvíce typické),5 (nejvíce typické),3,3,2,3,5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),4,4
4.2.2021 11:22:01,Žena,23,Slovenština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,,3,5 (nejvíce typické),3,3,,,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,2,3,,,4,5 (nejvíce typické),2,4,1 (nejméně typické),2,,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,2,3,2,2,,2,,,,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,2,5 (nejvíce typické),,1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),3,2,1 (nejméně typické),4,4,5 (nejvíce typické),5 (nejvíce typické),,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),,,5 (nejvíce typické)
4.2.2021 11:23:47,Žena,21,Čeština,3,5 (nejvíce typické),4,3,3,4,5 (nejvíce typické),2,5 (nejvíce typické),3,4,4,4,3,,,5 (nejvíce typické),3,5 (nejvíce typické),,3,4,5 (nejvíce typické),4,4,4,3,5 (nejvíce typické),5 (nejvíce typické),3,3,2,4,4,5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,3,,3,,3,4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),2,4,3,3,4,1 (nejméně typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,3,5 (nejvíce typické)
4.2.2021 11:26:14,Muž,24,Čeština,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,2,2,1 (nejméně typické),2,2,3,2,4,,,,5 (nejvíce typické),4,2,1 (nejméně typické),1 (nejméně typické),3,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),4,4,,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,2,5 (nejvíce typické),1 (nejméně typické),2,,2,3,4,1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),3,3,3,4,,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,4,3,5 (nejvíce typické),4,3,,2,3
4.2.2021 11:30:00,Muž,23,Čeština,3,4,4,4,2,4,3,1 (nejméně typické),1 (nejméně typické),2,2,2,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,3,3,1 (nejméně typické),3,2,2,2,2,3,2,2,2,3,2,1 (nejméně typické),2,2,2,2,3,2,2,2,2,2,1 (nejméně typické),2,2,1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),2,3,2,2,2,2,3,5 (nejvíce typické),2,2,2,2,4,3,1 (nejméně typické),1 (nejméně typické),3,2,3,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4
4.2.2021 11:30:23,Muž,23,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické)
4.2.2021 11:33:32,Muž,19,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),2,3,2,5 (nejvíce typické),3,3,,2,3,5 (nejvíce typické),4,4,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),4,4,2,4,4,4,4,4,5 (nejvíce typické),3,4,5 (nejvíce typické),3,5 (nejvíce typické),4,3,4,,3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,4,5 (nejvíce typické)
4.2.2021 11:37:03,Žena,25,Čeština,4,4,4,4,3,4,3,2,4,2,3,2,3,1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické),3,3,,,3,5 (nejvíce typické),3,4,5 (nejvíce typické),3,3,4,3,5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),4,4,3,5 (nejvíce typické),3,2,5 (nejvíce typické),3,2,,1 (nejméně typické),2,5 (nejvíce typické),2,3,5 (nejvíce typické),4,4,3,3,5 (nejvíce typické),,5 (nejvíce typické),3,4,4,5 (nejvíce typické),4,,,3,4,4,2,2,,3,4
4.2.2021 11:42:40,Muž,25,Čeština,3,3,3,3,2,4,3,1 (nejméně typické),3,1 (nejméně typické),3,2,3,1 (nejméně typické),2,1 (nejméně typické),3,3,2,1 (nejméně typické),3,2,3,3,3,3,3,2,3,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,2,3,3,1 (nejméně typické),2,3,2,2,1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),2,3,1 (nejméně typické),1 (nejméně typické),3,3,3,1 (nejméně typické),3,3,1 (nejméně typické),3,1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),,3,5 (nejvíce typické)
4.2.2021 11:43:07,Žena,21,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,2,1 (nejméně typické),3,,2,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,2,4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické)
